,bond length,anion,icohp
1497,1.9034,O,-4.41697
1498,1.94779,O,-3.73786
1499,1.72957,O,-7.24432
1500,1.91544,O,-4.1146
1501,1.9441,O,-3.95014
1502,1.95195,O,-3.90686
1503,2.01386,O,-3.13234
1504,1.97306,F,-2.86574
1505,1.98315,F,-2.81938
1506,1.92731,F,-3.27738
1507,1.93173,F,-3.22384
1508,2.02375,F,-2.4731
1509,2.02349,F,-2.51366
1510,2.02661,F,-2.51542
1511,2.04102,F,-2.54056
1512,2.05777,F,-2.2764
1513,1.93581,F,-3.18223
1514,1.93845,F,-3.17624
1515,1.91248,F,-3.4762500000000003
1516,1.91222,F,-3.5056
1517,2.02406,F,-2.49024
1518,2.02273,F,-2.54176
1519,2.01814,F,-2.59946
1520,2.02082,F,-2.55978
1521,1.89702,F,-3.6176
1522,1.90472,F,-3.5446
1523,1.87021,F,-3.87832
1524,1.86983,F,-3.86622
1525,1.85144,F,-4.14398
1526,1.85093,F,-4.15276
1527,2.03599,F,-2.4879
1528,2.05832,F,-2.27828
1529,2.05683,F,-2.2857
1530,1.99501,F,-2.84258
1531,1.98461,F,-2.73904
1532,1.98417,F,-2.74919
1533,2.02389,F,-2.48536
1534,2.02354,F,-2.5679
1535,2.05096,F,-2.45918
1536,1.74014,O,-6.90856
1537,1.77903,O,-6.27511
1538,1.92432,O,-3.9252700000000003
1539,1.72658,O,-7.20286
1540,1.80341,O,-5.85703
1541,1.92277,O,-4.0399
1542,1.95229,O,-3.61602
1543,1.95563,O,-3.57234
1544,1.76751,O,-6.501530000000001
1545,1.87544,O,-4.648
1546,1.8159,O,-5.635529999999999
1547,2.09362,O,-2.557
1548,1.72606,O,-7.1916
1549,1.90444,O,-4.307790000000001
1550,1.81817,O,-5.55161
1551,1.94613,O,-3.6733
1552,1.92431,F,-3.36431
1553,1.92358,F,-3.3932700000000002
1554,1.94993,F,-3.1169
1555,1.95728,F,-3.06595
1556,2.00367,F,-2.56746
1557,1.93421,F,-3.27264
1558,1.93924,F,-3.25242
1559,2.07205,F,-2.22874
1560,1.97578,F,-2.906
1561,1.95088,F,-3.1361
1562,1.95786,F,-3.09706
1563,1.95067,F,-3.11262
1564,1.95502,F,-3.08836
1565,1.9872,F,-2.66745
1566,2.08497,F,-2.20156
1567,2.01073,F,-2.73602
1568,1.97925,F,-2.87402
1569,1.99897,F,-2.74549
1570,1.99853,F,-2.71056
1571,1.972,F,-2.8865
1572,1.97798,F,-2.87622
1573,1.99114,F,-2.80498
1574,1.99617,F,-2.74524
1575,2.03343,F,-2.53438
1576,1.97254,F,-2.95504
1577,1.97818,F,-2.91541
1578,1.92166,F,-3.37816
1579,1.92689,F,-3.29644
1580,1.99131,F,-2.63696
1581,2.04194,F,-2.54166
1582,2.05366,F,-2.36707
1583,1.98125,F,-2.85492
1584,1.79824,O,-5.647539999999999
1585,1.79825,O,-5.63126
1586,1.87369,O,-4.64189
1587,1.88354,O,-4.55549
1588,1.87369,O,-4.64742
1589,1.88354,O,-4.55007
1590,1.8979,O,-4.36134
1591,1.877,O,-4.57361
1592,1.88745,O,-4.48428
1593,1.8979,O,-4.3622499999999995
1594,1.87699,O,-4.57597
1595,1.88747,O,-4.47865
1596,1.80517,O,-5.7880199999999995
1597,1.80987,O,-5.41813
1598,1.80517,O,-5.78542
1599,1.80987,O,-5.42942
1600,1.89893,F,-3.6823
1601,1.89894,F,-3.67426
1602,1.91711,F,-3.4462200000000003
1603,1.91897,F,-3.40218
1604,1.95899,F,-2.9043
1605,1.89894,F,-3.67687
1606,1.89893,F,-3.68551
1607,1.9171,F,-3.45007
1608,1.91897,F,-3.40367
1609,1.95898,F,-2.91344
1610,1.94825,F,-3.2073
1611,1.94824,F,-3.2017100000000003
1612,1.9794,F,-2.85372
1613,1.98294,F,-2.85023
1614,1.94825,F,-3.20617
1615,1.94825,F,-3.20326
1616,1.9794,F,-2.85647
1617,1.98294,F,-2.8480499999999997
1618,2.05825,F,-2.34818
1619,2.05825,F,-2.35203
1620,2.04075,F,-2.4979899999999997
1621,2.05824,F,-2.35787
1622,2.05827,F,-2.3416699999999997
1623,2.04075,F,-2.49653
1624,2.01061,F,-2.67632
1625,2.0106,F,-2.6945699999999997
1626,2.0535,F,-2.34607
1627,1.97321,F,-2.80455
1628,2.0106,F,-2.68195
1629,2.0106,F,-2.68644
1630,2.0535,F,-2.34451
1631,1.9732,F,-2.7989100000000002
1632,1.83002,O,-5.2705
1633,1.82171,O,-5.374829999999999
1634,1.83002,O,-5.27219
1635,1.82172,O,-5.35342
1636,1.83002,O,-5.27233
1637,1.82171,O,-5.36539
1638,1.83002,O,-5.270569999999999
1639,1.82173,O,-5.3627
1640,1.83002,O,-5.27107
1641,1.82171,O,-5.362410000000001
1642,1.83002,O,-5.2700499999999995
1643,1.82173,O,-5.36487
1644,1.83002,O,-5.270619999999999
1645,1.82171,O,-5.37078
1646,1.83002,O,-5.27227
1647,1.82172,O,-5.35743
1648,1.97283,F,-2.98029
1649,1.97283,F,-2.98245
1650,2.00275,F,-2.6613100000000003
1651,2.01856,F,-2.5807
1652,1.97283,F,-2.98147
1653,1.97283,F,-2.98516
1654,2.00275,F,-2.66485
1655,2.01855,F,-2.5915
1656,1.97283,F,-2.982
1657,1.97283,F,-2.98266
1658,2.00275,F,-2.66284
1659,2.01856,F,-2.58502
1660,1.97283,F,-2.98177
1661,1.97283,F,-2.98355
1662,2.00275,F,-2.6637399999999998
1663,2.01856,F,-2.58735
1664,1.97283,F,-2.98262
1665,1.97283,F,-2.98149
1666,2.00275,F,-2.66282
1667,2.01855,F,-2.5862100000000003
1668,1.97283,F,-2.9821299999999997
1669,1.97283,F,-2.9815899999999997
1670,2.00275,F,-2.6627099999999997
1671,2.01855,F,-2.58545
1672,1.97283,F,-2.98376
1673,1.97283,F,-2.9804700000000004
1674,2.00275,F,-2.66275
1675,2.01855,F,-2.5834200000000003
1676,1.97283,F,-2.98529
1677,1.97283,F,-2.98025
1678,2.00275,F,-2.6639
1679,2.01856,F,-2.58885
1680,1.82669,O,-5.3125
1681,1.82672,O,-5.31196
1682,1.82671,O,-5.31714
1683,1.82676,O,-5.31021
1684,1.82679,O,-5.30447
1685,1.82674,O,-5.31389
1686,1.82677,O,-5.30917
1687,1.82673,O,-5.30701
1688,1.82664,O,-5.33037
1689,1.82676,O,-5.31039
1690,1.82667,O,-5.3148599999999995
1691,1.82676,O,-5.30014
1692,1.82683,O,-5.2920300000000005
1693,1.82673,O,-5.3149
1694,1.82681,O,-5.30408
1695,1.82672,O,-5.31558
1696,1.97276,F,-2.98216
1697,1.97276,F,-2.98272
1698,2.00914,F,-2.6291
1699,2.00915,F,-2.62922
1700,1.97276,F,-2.9826699999999997
1701,1.97276,F,-2.98212
1702,2.00914,F,-2.62872
1703,2.00914,F,-2.6299799999999998
1704,1.97276,F,-2.9816000000000003
1705,1.97275,F,-2.98361
1706,2.00914,F,-2.63241
1707,2.00915,F,-2.62983
1708,1.97275,F,-2.9799300000000004
1709,1.97275,F,-2.98839
1710,2.00914,F,-2.63359
1711,2.00914,F,-2.63437
1712,1.97275,F,-2.98993
1713,1.97277,F,-2.97117
1714,2.00914,F,-2.62
1715,2.00913,F,-2.62484
1716,1.97277,F,-2.9758899999999997
1717,1.97275,F,-2.98874
1718,2.00913,F,-2.6308100000000003
1719,2.00913,F,-2.6340199999999996
1720,1.97276,F,-2.97819
1721,1.97277,F,-2.98791
1722,2.00914,F,-2.63721
1723,2.00915,F,-2.6312100000000003
1724,1.97276,F,-2.9918899999999997
1725,1.97278,F,-2.97459
1726,2.00914,F,-2.63339
1727,2.00915,F,-2.63077
1728,1.82182,O,-5.35778
1729,1.82181,O,-5.358700000000001
1730,1.82185,O,-5.35881
1731,1.82185,O,-5.35857
1732,1.82186,O,-5.358739999999999
1733,1.82185,O,-5.35876
1734,1.82183,O,-5.35909
1735,1.82181,O,-5.35831
1736,1.82182,O,-5.3583300000000005
1737,1.82179,O,-5.35921
1738,1.82184,O,-5.358639999999999
1739,1.82187,O,-5.3588000000000005
1740,1.82187,O,-5.35854
1741,1.82182,O,-5.3590599999999995
1742,1.82184,O,-5.358219999999999
1743,1.82184,O,-5.35807
1744,1.97271,F,-2.97423
1745,1.97272,F,-2.99073
1746,2.01807,F,-2.58854
1747,2.01808,F,-2.58822
1748,1.97271,F,-2.98211
1749,1.97271,F,-2.98132
1750,2.01807,F,-2.58748
1751,2.01808,F,-2.5875500000000002
1752,1.97271,F,-2.97598
1753,1.97272,F,-2.9872
1754,2.01807,F,-2.58713
1755,2.01808,F,-2.58708
1756,1.97271,F,-2.9829
1757,1.9727,F,-2.9825600000000003
1758,2.01807,F,-2.5883599999999998
1759,2.01807,F,-2.58867
1760,1.97271,F,-2.99148
1761,1.9727,F,-2.97372
1762,2.01807,F,-2.5883599999999998
1763,2.01808,F,-2.58811
1764,1.97271,F,-2.98208
1765,1.97271,F,-2.98163
1766,2.01808,F,-2.58771
1767,2.01808,F,-2.58758
1768,1.97271,F,-2.98756
1769,1.9727,F,-2.97548
1770,2.01807,F,-2.58693
1771,2.01808,F,-2.58695
1772,1.97271,F,-2.98126
1773,1.97272,F,-2.98398
1774,2.01807,F,-2.58861
1775,2.01808,F,-2.58855
1776,1.82995,O,-5.26247
1777,1.82998,O,-5.28248
1778,1.82997,O,-5.27178
1779,1.82998,O,-5.26192
1780,1.82995,O,-5.280749999999999
1781,1.82999,O,-5.26812
1782,1.82994,O,-5.273960000000001
1783,1.82997,O,-5.27207
1784,1.82994,O,-5.25819
1785,1.82996,O,-5.28705
1786,1.82995,O,-5.26721
1787,1.82998,O,-5.26134
1788,1.82997,O,-5.28201
1789,1.82998,O,-5.276120000000001
1790,1.82994,O,-5.283189999999999
1791,1.82996,O,-5.269
1792,1.97309,F,-2.98419
1793,1.9731,F,-2.97972
1794,2.00344,F,-2.6649599999999998
1795,2.00345,F,-2.6586299999999996
1796,1.97311,F,-2.9900700000000002
1797,1.9731,F,-2.97825
1798,2.00345,F,-2.66648
1799,2.00345,F,-2.67012
1800,1.9731,F,-2.98265
1801,1.9731,F,-2.9803699999999997
1802,2.00346,F,-2.66029
1803,2.00344,F,-2.66462
1804,1.97309,F,-2.98151
1805,1.9731,F,-2.9828
1806,2.00345,F,-2.66188
1807,2.00345,F,-2.66302
1808,1.97311,F,-2.98078
1809,1.9731,F,-2.98237
1810,2.00346,F,-2.66545
1811,2.00345,F,-2.65733
1812,1.97309,F,-2.97584
1813,1.9731,F,-2.99076
1814,2.00345,F,-2.66639
1815,2.00346,F,-2.66885
1816,1.9731,F,-2.98142
1817,1.9731,F,-2.9779999999999998
1818,2.00344,F,-2.65675
1819,2.00345,F,-2.65895
1820,1.97311,F,-2.97804
1821,1.9731,F,-2.98289
1822,2.00346,F,-2.65684
1823,2.00346,F,-2.66118
1824,1.71204,O,-7.6162
1825,2.02381,O,-3.00585
1826,1.88592,O,-4.57355
1827,1.89043,O,-4.49016
1828,1.81652,O,-5.60246
1829,1.93137,O,-4.02284
1830,1.92633,O,-4.116099999999999
1831,1.71273,O,-7.55921
1832,1.70443,O,-7.76288
1833,2.01097,O,-3.10427
1834,1.8864,O,-4.52575
1835,1.88134,O,-4.62504
1836,1.89709,O,-4.382910000000001
1837,2.03455,O,-2.9028099999999997
1838,1.92697,O,-4.09601
1839,1.93277,O,-3.99965
1840,1.95834,F,-3.08041
1841,1.95793,F,-3.1163600000000002
1842,2.01179,F,-2.54439
1843,1.95099,F,-2.99283
1844,1.951,F,-2.97376
1845,1.90625,F,-3.58982
1846,1.90915,F,-3.57446
1847,1.84364,F,-4.22835
1848,1.85106,F,-4.15532
1849,1.87171,F,-3.8050100000000002
1850,1.87172,F,-3.81512
1851,1.9517,F,-3.0883
1852,1.96058,F,-3.03548
1853,2.04491,F,-2.50109
1854,2.07593,F,-2.24446
1855,2.04649,F,-2.3232600000000003
1856,2.0626,F,-2.2511
1857,1.98462,F,-2.88625
1858,1.98458,F,-2.86071
1859,2.02339,F,-2.47497
1860,1.91997,F,-3.26926
1861,1.92,F,-3.27929
1862,2.02432,F,-2.5784599999999998
1863,2.02984,F,-2.51522
1864,2.00298,F,-2.60325
1865,1.90953,F,-3.39166
1866,1.9095,F,-3.37932
1867,1.96651,F,-2.97241
1868,1.97402,F,-2.91574
1869,2.04546,F,-2.50191
1870,2.06347,F,-2.37506
1871,2.05405,F,-2.43776
1872,1.74395,O,-6.84877
1873,1.86525,O,-4.79
1874,1.86862,O,-4.75422
1875,1.92549,O,-3.93774
1876,1.81645,O,-5.58723
1877,1.83396,O,-5.2358
1878,1.81678,O,-5.601
1879,1.83406,O,-5.22868
1880,1.81798,O,-5.57884
1881,1.82362,O,-5.33854
1882,1.81757,O,-5.56963
1883,1.82363,O,-5.34436
1884,1.86781,O,-4.76796
1885,1.86612,O,-4.7813
1886,1.92535,O,-3.93758
1887,1.74406,O,-6.8461300000000005
1888,1.92415,F,-3.33326
1889,1.9337,F,-3.26006
1890,1.9323,F,-3.28658
1891,1.93476,F,-3.2476
1892,2.02116,F,-2.47694
1893,2.03797,F,-2.53054
1894,2.03758,F,-2.53658
1895,1.98739,F,-2.86044
1896,2.04878,F,-2.4067
1897,1.97072,F,-2.92418
1898,1.97021,F,-2.95212
1899,2.0095,F,-2.62536
1900,1.96399,F,-2.99376
1901,1.97753,F,-2.88144
1902,2.04822,F,-2.40488
1903,2.00933,F,-2.63242
1904,1.95757,F,-3.0197
1905,1.97057,F,-2.9384
1906,2.04609,F,-2.4153
1907,2.01966,F,-2.58104
1908,2.04655,F,-2.4167899999999998
1909,1.96388,F,-2.99112
1910,1.96346,F,-2.9694
1911,2.01964,F,-2.5755
1912,2.03863,F,-2.53108
1913,2.03682,F,-2.53466
1914,1.98752,F,-2.85954
1915,1.9286,F,-3.2914
1916,1.93867,F,-3.24074
1917,1.92943,F,-3.28326
1918,1.92803,F,-3.31276
1919,2.02099,F,-2.47804
1920,1.83155,O,-5.26744
1921,1.83628,O,-5.2365
1922,1.82661,O,-5.28892
1923,1.83801,O,-5.20824
1924,1.84296,O,-5.15628
1925,1.83035,O,-5.27742
1926,1.84201,O,-5.16722
1927,1.82395,O,-5.36826
1928,1.82532,O,-5.35032
1929,1.83537,O,-5.24854
1930,1.82098,O,-5.379049999999999
1931,1.83704,O,-5.21166
1932,1.84413,O,-5.15686
1933,1.82549,O,-5.31048
1934,1.84307,O,-5.16218
1935,1.81976,O,-5.39964
1936,1.94634,F,-3.14678
1937,1.95223,F,-3.09405
1938,2.00302,F,-2.66302
1939,2.04814,F,-2.43944
1940,1.9412,F,-3.18116
1941,1.94672,F,-3.13188
1942,2.00656,F,-2.66486
1943,2.04601,F,-2.45844
1944,2.04261,F,-2.47742
1945,2.00442,F,-2.6611
1946,1.94879,F,-3.13172
1947,1.95586,F,-3.08092
1948,2.03987,F,-2.48268
1949,2.01195,F,-2.60638
1950,1.94865,F,-3.12268
1951,1.95587,F,-3.08238
1952,1.94632,F,-3.13503
1953,1.95208,F,-3.10436
1954,2.01039,F,-2.61439
1955,2.04567,F,-2.44504
1956,1.94126,F,-3.17606
1957,1.94687,F,-3.13628
1958,2.01306,F,-2.61768
1959,2.04314,F,-2.47326
1960,2.04167,F,-2.47691
1961,2.00792,F,-2.65169
1962,1.95103,F,-3.10786
1963,1.94407,F,-3.15888
1964,2.03899,F,-2.48522
1965,2.01501,F,-2.59732
1966,1.95115,F,-3.11098
1967,1.9441,F,-3.15066
1968,1.81503,O,-5.58576
1969,1.88369,O,-4.41666
1970,1.76591,O,-6.39314
1971,1.85292,O,-4.94212
1972,1.80615,O,-5.641830000000001
1973,1.80341,O,-5.87314
1974,1.84386,O,-5.01806
1975,1.95633,O,-3.62346
1976,1.89656,O,-4.4718
1977,1.90199,O,-4.40084
1978,1.90826,O,-4.197570000000001
1979,1.91015,O,-4.29345
1980,1.91556,O,-4.26878
1981,1.73656,O,-7.03888
1982,1.90453,O,-4.31558
1983,1.77718,O,-6.24752
1984,1.92795,F,-3.3393
1985,1.92666,F,-3.35679
1986,2.05133,F,-2.38224
1987,1.97224,F,-2.92782
1988,1.91179,F,-3.4815899999999997
1989,1.91583,F,-3.47208
1990,1.92389,F,-3.32636
1991,1.92933,F,-3.30058
1992,2.01055,F,-2.53286
1993,1.96328,F,-3.0415
1994,1.97371,F,-2.9431
1995,2.01878,F,-2.63808
1996,2.00201,F,-2.64706
1997,2.08877,F,-2.18222
1998,1.96177,F,-2.99069
1999,1.96276,F,-2.9758
2000,1.99076,F,-2.74752
2001,1.99417,F,-2.78246
2002,1.99298,F,-2.76134
2003,2.00339,F,-2.749
2004,2.00561,F,-2.68476
2005,2.01413,F,-2.61516
2006,2.01374,F,-2.6546
2007,1.95661,F,-3.0688
2008,1.96036,F,-3.08312
2009,2.02828,F,-2.43227
2010,1.9085,F,-3.41882
2011,1.91189,F,-3.3814
2012,2.04564,F,-2.53192
2013,2.02898,F,-2.46507
2014,1.93558,F,-3.15034
2015,1.94059,F,-3.11883
2016,1.72455,O,-7.300929999999999
2017,1.79951,O,-5.85107
2018,1.8973,O,-4.277010000000001
2019,1.97594,O,-3.41904
2020,1.9403,O,-3.84748
2021,1.76354,O,-6.51568
2022,1.77107,O,-6.316
2023,1.92329,O,-4.003690000000001
2024,1.71891,O,-7.421010000000001
2025,1.89216,O,-4.421749999999999
2026,1.96889,O,-3.73421
2027,1.96838,O,-3.75782
2028,1.99067,O,-3.2789099999999998
2029,1.76266,O,-6.60008
2030,1.86828,O,-4.84307
2031,1.88009,O,-4.71602
2032,1.94666,F,-3.14548
2033,1.9571,F,-3.05913
2034,1.9218,F,-3.32066
2035,1.92522,F,-3.27852
2036,2.04344,F,-2.3583499999999997
2037,2.05181,F,-2.37603
2038,1.99706,F,-2.76906
2039,2.01578,F,-2.7078
2040,1.99639,F,-2.87494
2041,1.93245,F,-3.20432
2042,1.93773,F,-3.18072
2043,2.0557,F,-2.32104
2044,1.92949,F,-3.28786
2045,1.94076,F,-3.1807
2046,2.02995,F,-2.44098
2047,2.01794,F,-2.6828
2048,1.94902,F,-3.10431
2049,1.95989,F,-3.05872
2050,1.94237,F,-3.13738
2051,1.94254,F,-3.11942
2052,2.01764,F,-2.50489
2053,2.03919,F,-2.51663
2054,2.02447,F,-2.62914
2055,2.09534,F,-2.09409
2056,1.92244,F,-3.3134
2057,1.92169,F,-3.32628
2058,1.90387,F,-3.52874
2059,1.89515,F,-3.60166
2060,1.96013,F,-2.98732
2061,1.97237,F,-2.94208
2062,1.99464,F,-2.73694
2063,1.98269,F,-2.7935
2064,1.78829,O,-6.0265
2065,1.90155,O,-4.21332
2066,1.76069,O,-6.52932
2067,1.87733,O,-4.57204
2068,1.79953,O,-5.7782
2069,1.78671,O,-6.15446
2070,1.85939,O,-4.82144
2071,1.81209,O,-5.55151
2072,1.82269,O,-5.37888
2073,1.79299,O,-5.921
2074,1.83292,O,-5.19176
2075,1.84721,O,-5.00952
2076,1.7981,O,-5.80467
2077,1.92311,O,-4.08168
2078,1.87382,O,-4.61599
2079,1.85793,O,-4.81242
2080,1.94517,F,-3.1768
2081,1.94424,F,-3.20795
2082,2.04316,F,-2.40436
2083,1.98081,F,-2.90172
2084,1.92746,F,-3.3381
2085,1.93165,F,-3.3319
2086,1.90989,F,-3.44792
2087,1.92006,F,-3.38361
2088,2.03201,F,-2.41745
2089,1.946,F,-3.16668
2090,1.95305,F,-3.12964
2091,2.01146,F,-2.6996
2092,2.0227,F,-2.52798
2093,2.08078,F,-2.20952
2094,1.96131,F,-2.97512
2095,1.97219,F,-2.89602
2096,2.0007,F,-2.70754
2097,1.9774,F,-2.92776
2098,1.97702,F,-2.89748
2099,2.03986,F,-2.46244
2100,2.01232,F,-2.60258
2101,1.99105,F,-2.8058899999999998
2102,1.99862,F,-2.73865
2103,2.03213,F,-2.4828
2104,2.00972,F,-2.63531
2105,1.96919,F,-2.97734
2106,1.9743,F,-2.92944
2107,2.03107,F,-2.53662
2108,2.01106,F,-2.58264
2109,2.03993,F,-2.56838
2110,2.02716,F,-2.58115
2111,2.00521,F,-2.67692
2112,1.73202,O,-7.22878
2113,1.71097,O,-7.66563
2114,1.8773,O,-4.65443
2115,1.87469,O,-4.72537
2116,1.92968,O,-4.0869599999999995
2117,1.92907,O,-4.07442
2118,1.95249,O,-3.8288
2119,1.95481,O,-3.7687299999999997
2120,2.01866,O,-3.11052
2121,1.88587,O,-4.5601199999999995
2122,1.88885,O,-4.50113
2123,2.06249,O,-2.74458
2124,1.97865,O,-3.5607800000000003
2125,1.97814,O,-3.60324
2126,1.9434,O,-3.84529
2127,1.94135,O,-3.88679
2128,1.91418,F,-3.49681
2129,1.91748,F,-3.50516
2130,1.98137,F,-2.82948
2131,1.98137,F,-2.80981
2132,1.96958,F,-2.79719
2133,1.96957,F,-2.80201
2134,1.85397,F,-4.12021
2135,1.85682,F,-4.1011500000000005
2136,1.90768,F,-3.5432300000000003
2137,1.90767,F,-3.55511
2138,1.8601,F,-3.94699
2139,1.86011,F,-3.94822
2140,2.05474,F,-2.29745
2141,1.9365,F,-3.23304
2142,1.9365,F,-3.24741
2143,1.93526,F,-3.17403
2144,1.93525,F,-3.16936
2145,2.00655,F,-2.58024
2146,2.00737,F,-2.6722
2147,2.00741,F,-2.64059
2148,1.92748,F,-3.2523299999999997
2149,1.92747,F,-3.2500799999999996
2150,2.0009,F,-2.7165299999999997
2151,2.00764,F,-2.6425
2152,1.94167,F,-3.1784299999999996
2153,1.94173,F,-3.18412
2154,2.06267,F,-2.27236
2155,2.06674,F,-2.2238100000000003
2156,2.03477,F,-2.59197
2157,1.96628,F,-2.9641200000000003
2158,1.96637,F,-2.9548
2159,2.06019,F,-2.3994299999999997
2160,1.82998,O,-5.279909999999999
2161,1.83624,O,-5.22331
2162,1.82998,O,-5.27558
2163,1.83627,O,-5.241820000000001
2164,1.84245,O,-5.161289999999999
2165,1.82901,O,-5.2921
2166,1.84245,O,-5.17175
2167,1.82901,O,-5.29117
2168,1.82998,O,-5.27088
2169,1.83625,O,-5.2566299999999995
2170,1.82998,O,-5.2836
2171,1.83625,O,-5.20739
2172,1.84247,O,-5.172829999999999
2173,1.82901,O,-5.292669999999999
2174,1.84247,O,-5.15729
2175,1.82902,O,-5.28308
2176,1.94483,F,-3.15791
2177,1.95071,F,-3.10816
2178,2.0013,F,-2.67751
2179,2.04502,F,-2.4650100000000004
2180,1.94483,F,-3.1509400000000003
2181,1.95071,F,-3.1132
2182,2.0013,F,-2.67741
2183,2.04501,F,-2.4550400000000003
2184,2.04018,F,-2.48697
2185,2.00244,F,-2.66957
2186,1.94718,F,-3.15236
2187,1.9545,F,-3.07744
2188,2.04018,F,-2.48201
2189,2.00245,F,-2.66775
2190,1.94718,F,-3.12219
2191,1.95451,F,-3.1057
2192,1.94481,F,-3.15413
2193,1.95072,F,-3.10703
2194,2.00131,F,-2.6755899999999997
2195,2.04501,F,-2.4466900000000003
2196,1.94482,F,-3.15491
2197,1.95072,F,-3.1132
2198,2.00131,F,-2.67867
2199,2.04503,F,-2.47225
2200,2.04018,F,-2.47783
2201,2.00244,F,-2.66266
2202,1.95451,F,-3.10208
2203,1.94717,F,-3.12097
2204,2.04017,F,-2.48759
2205,2.00244,F,-2.67239
2206,1.95451,F,-3.0793999999999997
2207,1.94719,F,-3.15185
2208,1.82675,O,-5.309480000000001
2209,1.82173,O,-5.35533
2210,1.82674,O,-5.30865
2211,1.82173,O,-5.36585
2212,1.82673,O,-5.30963
2213,1.82173,O,-5.36875
2214,1.82674,O,-5.3110800000000005
2215,1.82173,O,-5.3539200000000005
2216,1.82674,O,-5.30701
2217,1.82173,O,-5.37014
2218,1.82675,O,-5.31194
2219,1.82174,O,-5.35081
2220,1.82674,O,-5.3123000000000005
2221,1.82173,O,-5.351800000000001
2222,1.82673,O,-5.30802
2223,1.82173,O,-5.36985
2224,1.97262,F,-2.98534
2225,1.97262,F,-2.98177
2226,2.00878,F,-2.6310700000000002
2227,2.01824,F,-2.5920199999999998
2228,1.97262,F,-2.97811
2229,1.97262,F,-2.98657
2230,2.00878,F,-2.62915
2231,2.01824,F,-2.5859199999999998
2232,1.97262,F,-2.98201
2233,1.97262,F,-2.98368
2234,2.00878,F,-2.63002
2235,2.01824,F,-2.5858999999999996
2236,1.97262,F,-2.98085
2237,1.97262,F,-2.98739
2238,2.00878,F,-2.6317
2239,2.01824,F,-2.59344
2240,1.97262,F,-2.9804399999999998
2241,1.97262,F,-2.98438
2242,2.00878,F,-2.62981
2243,2.01824,F,-2.58451
2244,1.97262,F,-2.98789
2245,1.97262,F,-2.9796
2246,2.00878,F,-2.63042
2247,2.01823,F,-2.5938100000000004
2248,1.97262,F,-2.98648
2249,1.97262,F,-2.98189
2250,2.00878,F,-2.63151
2251,2.01824,F,-2.59436
2252,1.97262,F,-2.98313
2253,1.97262,F,-2.9815899999999997
2254,2.00878,F,-2.62955
2255,2.01824,F,-2.58455
2256,1.83003,O,-5.2701
2257,1.8252,O,-5.33887
2258,1.83003,O,-5.2750900000000005
2259,1.82518,O,-5.32001
2260,1.83004,O,-5.27238
2261,1.82519,O,-5.3225
2262,1.83004,O,-5.27004
2263,1.8252,O,-5.33403
2264,1.83003,O,-5.26829
2265,1.8252,O,-5.33755
2266,1.83003,O,-5.274649999999999
2267,1.82518,O,-5.31861
2268,1.83004,O,-5.27397
2269,1.82519,O,-5.32432
2270,1.83004,O,-5.270770000000001
2271,1.8252,O,-5.33333
2272,1.97284,F,-2.99231
2273,1.97284,F,-2.97113
2274,2.00301,F,-2.66153
2275,2.01154,F,-2.6145300000000002
2276,1.97285,F,-2.98395
2277,1.97283,F,-2.98461
2278,2.00301,F,-2.66228
2279,2.01154,F,-2.6250999999999998
2280,1.97285,F,-2.97937
2281,1.97283,F,-2.98625
2282,2.00302,F,-2.66115
2283,2.01154,F,-2.62193
2284,1.97284,F,-2.99335
2285,1.97284,F,-2.97098
2286,2.00302,F,-2.66168
2287,2.01152,F,-2.61738
2288,1.97284,F,-2.97253
2289,1.97284,F,-2.9914199999999997
2290,2.00301,F,-2.66226
2291,2.01154,F,-2.61554
2292,1.97284,F,-2.98255
2293,1.97284,F,-2.98481
2294,2.00301,F,-2.66168
2295,2.01154,F,-2.6245700000000003
2296,1.97284,F,-2.9827399999999997
2297,1.97284,F,-2.98399
2298,2.00302,F,-2.66153
2299,2.01154,F,-2.62237
2300,1.97284,F,-2.97514
2301,1.97284,F,-2.98979
2302,2.00302,F,-2.6622500000000002
2303,2.01152,F,-2.6174999999999997
2304,1.78913,O,-5.85214
2305,1.81808,O,-5.31865
2306,1.86971,O,-4.71981
2307,1.87685,O,-4.682309999999999
2308,1.89342,O,-4.4535
2309,1.90577,O,-4.31827
2310,1.83794,O,-5.02369
2311,1.82375,O,-5.3374299999999995
2312,1.97184,O,-3.7144500000000003
2313,1.96958,O,-3.79047
2314,1.91874,O,-4.08766
2315,1.96532,O,-3.59253
2316,1.71744,O,-7.233090000000001
2317,1.90736,O,-4.44245
2318,1.90928,O,-4.37233
2319,1.91054,O,-3.94378
2320,1.90985,F,-3.55401
2321,1.90986,F,-3.58177
2322,1.91256,F,-3.43407
2323,1.91257,F,-3.46997
2324,1.97091,F,-2.8159
2325,1.88749,F,-3.79505
2326,1.8875,F,-3.80531
2327,1.91215,F,-3.4522500000000003
2328,1.91214,F,-3.4681100000000002
2329,1.96762,F,-2.88622
2330,1.97297,F,-2.9975500000000004
2331,1.97297,F,-3.00427
2332,1.97106,F,-2.9332599999999998
2333,1.97105,F,-2.89684
2334,1.92712,F,-3.3971299999999998
2335,1.92712,F,-3.3847300000000002
2336,1.96997,F,-2.9321200000000003
2337,1.96997,F,-2.90851
2338,2.05201,F,-2.4137399999999998
