,bond length,anion,icohp
2339,2.052,F,-2.3829700000000003
2340,1.96804,F,-2.9080500000000002
2341,1.96804,F,-2.9286399999999997
2342,2.07304,F,-2.25092
2343,2.07304,F,-2.24537
2344,1.9902,F,-2.85532
2345,1.99018,F,-2.84492
2346,1.92016,F,-3.35513
2347,1.92017,F,-3.33514
2348,1.95253,F,-2.85276
2349,2.03045,F,-2.5312799999999998
2350,2.03043,F,-2.5416
2351,1.96523,F,-2.88994
2352,1.74343,O,-6.77317
2353,1.77018,O,-6.357889999999999
2354,1.89102,O,-4.2491900000000005
2355,1.86026,O,-4.8617799999999995
2356,1.88097,O,-4.64422
2357,1.90496,O,-4.2130600000000005
2358,1.92176,O,-4.13063
2359,1.92355,O,-4.148630000000001
2360,1.82654,O,-5.38199
2361,1.8056,O,-5.5563
2362,1.82527,O,-5.376709999999999
2363,1.8203,O,-5.3427299999999995
2364,1.85244,O,-4.9979499999999994
2365,1.80716,O,-5.55966
2366,1.84772,O,-5.05489
2367,1.81923,O,-5.32121
2368,1.95382,F,-3.15369
2369,1.95384,F,-3.14026
2370,1.90617,F,-3.46755
2371,1.91014,F,-3.45316
2372,1.99887,F,-2.5846400000000003
2373,1.97277,F,-2.9907500000000002
2374,1.97279,F,-2.97235
2375,2.03328,F,-2.44391
2376,1.96729,F,-2.95377
2377,1.9838,F,-2.88484
2378,1.98377,F,-2.88987
2379,1.96365,F,-2.9504799999999998
2380,1.96613,F,-2.929
2381,1.99014,F,-2.8359199999999998
2382,1.99014,F,-2.8313800000000002
2383,2.01879,F,-2.6335699999999997
2384,1.9964,F,-2.7958600000000002
2385,1.9964,F,-2.80556
2386,2.02524,F,-2.5509700000000004
2387,1.99415,F,-2.7138400000000003
2388,1.97645,F,-2.94747
2389,1.97645,F,-2.96366
2390,2.02978,F,-2.52373
2391,1.99515,F,-2.7022399999999998
2392,1.96326,F,-3.05422
2393,1.96327,F,-3.05309
2394,2.03032,F,-2.51585
2395,1.9923,F,-2.7007700000000003
2396,1.95573,F,-3.1210899999999997
2397,1.95573,F,-3.12753
2398,2.0302,F,-2.52668
2399,1.99126,F,-2.7394
2400,1.86806,O,-4.75564
2401,1.87091,O,-4.69516
2402,1.89607,O,-4.39182
2403,1.89294,O,-4.45241
2404,1.73465,O,-6.91161
2405,1.75938,O,-6.6683
2406,1.8896,O,-4.21865
2407,1.73468,O,-6.911009999999999
2408,1.75936,O,-6.66804
2409,1.88961,O,-4.21858
2410,1.8405,O,-5.0751100000000005
2411,1.8405,O,-5.065189999999999
2412,1.96782,O,-3.58906
2413,1.96783,O,-3.59014
2414,1.92422,O,-4.03683
2415,1.92421,O,-4.0474
2416,1.97656,F,-2.91877
2417,1.97578,F,-2.94529
2418,1.97653,F,-2.91806
2419,1.97578,F,-2.94714
2420,1.95278,F,-3.11576
2421,1.95713,F,-3.11208
2422,1.95279,F,-3.1164
2423,1.95714,F,-3.11072
2424,1.92501,F,-3.3538699999999997
2425,1.9341,F,-3.29882
2426,1.95279,F,-3.14553
2427,1.95255,F,-3.10482
2428,1.97371,F,-2.72266
2429,2.08161,F,-2.1831
2430,1.97445,F,-2.9445
2431,1.97889,F,-2.89258
2432,1.95304,F,-3.0182
2433,1.95282,F,-3.14493
2434,1.9526,F,-3.10442
2435,1.92501,F,-3.3537
2436,1.9341,F,-3.29852
2437,1.97371,F,-2.7223699999999997
2438,1.97441,F,-2.94464
2439,1.97886,F,-2.89232
2440,2.08161,F,-2.1828
2441,1.953,F,-3.0179
2442,1.99712,F,-2.75176
2443,2.00375,F,-2.70843
2444,1.99711,F,-2.75268
2445,2.00374,F,-2.70729
2446,2.03668,F,-2.59204
2447,2.03669,F,-2.59175
2448,1.80051,O,-5.6299600000000005
2449,1.80049,O,-5.609450000000001
2450,1.80049,O,-5.59867
2451,1.80051,O,-5.64098
2452,1.85393,O,-4.95898
2453,1.88631,O,-4.4558800000000005
2454,1.89277,O,-4.3845600000000005
2455,1.85393,O,-4.9638
2456,1.88629,O,-4.436170000000001
2457,1.89279,O,-4.40031
2458,1.85391,O,-4.961040000000001
2459,1.89277,O,-4.38442
2460,1.88631,O,-4.45144
2461,1.85391,O,-4.95923
2462,1.89279,O,-4.3973700000000004
2463,1.88629,O,-4.43646
2464,1.89034,F,-3.7718
2465,1.89033,F,-3.79026
2466,1.95032,F,-3.1424200000000004
2467,1.95254,F,-3.11407
2468,1.96801,F,-2.85761
2469,1.89034,F,-3.77201
2470,1.89033,F,-3.79437
2471,1.95032,F,-3.13998
2472,1.95254,F,-3.11937
2473,1.96799,F,-2.8675800000000002
2474,1.89034,F,-3.76906
2475,1.89033,F,-3.80178
2476,1.95032,F,-3.14295
2477,1.95252,F,-3.11953
2478,1.96801,F,-2.87477
2479,1.89034,F,-3.7923999999999998
2480,1.89033,F,-3.76641
2481,1.95032,F,-3.13964
2482,1.95252,F,-3.11444
2483,1.96799,F,-2.85112
2484,2.08114,F,-2.22831
2485,2.08116,F,-2.1921
2486,2.04534,F,-2.41539
2487,2.08114,F,-2.2256299999999998
2488,2.08116,F,-2.19307
2489,2.04534,F,-2.4137000000000004
2490,2.08114,F,-2.2256
2491,2.08116,F,-2.19275
2492,2.04534,F,-2.4124
2493,2.08115,F,-2.18584
2494,2.08115,F,-2.2309200000000002
2495,2.04534,F,-2.41283
2496,1.87453,O,-4.632429999999999
2497,1.87964,O,-4.58634
2498,1.8745,O,-4.63522
2499,1.87968,O,-4.58284
2500,1.87966,O,-4.590730000000001
2501,1.87451,O,-4.63014
2502,1.87968,O,-4.57845
2503,1.8745,O,-4.636979999999999
2504,1.84692,O,-5.115539999999999
2505,1.80275,O,-5.55582
2506,1.8469,O,-5.12346
2507,1.80292,O,-5.55246
2508,1.84691,O,-5.11379
2509,1.80273,O,-5.55777
2510,1.84689,O,-5.125249999999999
2511,1.80294,O,-5.550520000000001
2512,1.97607,F,-2.96353
2513,1.97607,F,-2.95472
2514,1.9442,F,-3.15543
2515,1.94778,F,-3.11677
2516,1.97606,F,-2.96587
2517,1.97606,F,-2.95173
2518,1.94421,F,-3.15128
2519,1.94777,F,-3.12059
2520,1.97607,F,-2.9641599999999997
2521,1.97607,F,-2.95456
2522,1.9442,F,-3.15484
2523,1.94778,F,-3.11815
2524,1.97607,F,-2.96912
2525,1.97606,F,-2.94775
2526,1.9442,F,-3.15172
2527,1.94777,F,-3.11877
2528,1.97276,F,-2.9746300000000003
2529,1.97276,F,-2.99242
2530,2.04844,F,-2.4357699999999998
2531,1.9686,F,-2.84586
2532,1.97278,F,-2.9751000000000003
2533,1.97278,F,-2.99209
2534,2.04844,F,-2.4331199999999997
2535,1.96859,F,-2.84525
2536,1.97276,F,-2.98556
2537,1.97278,F,-2.9826
2538,2.04843,F,-2.43755
2539,1.96862,F,-2.84673
2540,1.97277,F,-2.9729
2541,1.97278,F,-2.99328
2542,2.04847,F,-2.4308500000000004
2543,1.96857,F,-2.84453
2544,1.78452,O,-5.94717
2545,1.82718,O,-5.18851
2546,1.87243,O,-4.67887
2547,1.88278,O,-4.58718
2548,1.89449,O,-4.42457
2549,1.89604,O,-4.42375
2550,1.71296,O,-7.35025
2551,1.88075,O,-4.73967
2552,1.88098,O,-4.6782699999999995
2553,1.9237,O,-3.80308
2554,1.85609,O,-4.77666
2555,1.82013,O,-5.40347
2556,2.00265,O,-3.4284
2557,2.00237,O,-3.4877
2558,1.90321,O,-4.28969
2559,1.96631,O,-3.56289
2560,1.93926,F,-3.31775
2561,1.93925,F,-3.3048200000000003
2562,1.8992,F,-3.61609
2563,1.89918,F,-3.57601
2564,1.96738,F,-2.84354
2565,1.89265,F,-3.7366599999999996
2566,1.89265,F,-3.7622
2567,1.90202,F,-3.5802500000000004
2568,1.902,F,-3.55388
2569,1.96667,F,-2.8946
2570,1.94227,F,-3.25213
2571,1.94228,F,-3.2325999999999997
2572,1.98957,F,-2.7375
2573,1.98955,F,-2.7926599999999997
2574,1.92135,F,-3.44725
2575,1.92138,F,-3.43035
2576,1.98427,F,-2.79053
2577,1.98425,F,-2.81731
2578,2.02944,F,-2.56874
2579,2.02945,F,-2.5763
2580,1.90855,F,-3.4781899999999997
2581,1.90853,F,-3.45784
2582,1.94293,F,-2.91904
2583,2.06975,F,-2.28808
2584,2.06975,F,-2.27407
2585,1.96616,F,-2.87386
2586,2.01431,F,-2.6377699999999997
2587,2.0143,F,-2.6607700000000003
2588,1.98493,F,-2.7753699999999997
2589,1.98494,F,-2.79296
2590,2.03538,F,-2.48676
2591,2.03538,F,-2.49367
2592,1.78439,O,-5.86008
2593,1.79657,O,-5.58498
2594,1.8632,O,-4.712070000000001
2595,1.863,O,-4.76632
2596,1.86531,O,-4.71772
2597,1.87533,O,-4.5744299999999996
2598,1.83402,O,-5.09765
2599,1.83904,O,-5.02805
2600,1.82947,O,-5.39889
2601,1.9008,O,-4.21275
2602,1.90543,O,-4.20834
2603,1.84229,O,-4.97844
2604,1.84185,O,-4.9777000000000005
2605,1.87824,O,-4.65521
2606,1.89487,O,-4.3107500000000005
2607,1.89543,O,-4.29795
2608,1.91242,F,-3.54235
2609,1.91242,F,-3.55145
2610,1.92446,F,-3.41179
2611,1.92413,F,-3.39464
2612,1.94317,F,-2.98299
2613,1.90152,F,-3.66324
2614,1.90152,F,-3.66861
2615,1.9236,F,-3.4123
2616,1.92581,F,-3.39392
2617,1.94269,F,-3.02123
2618,1.94476,F,-3.2236700000000003
2619,1.94475,F,-3.2284699999999997
2620,2.00718,F,-2.69151
2621,2.00722,F,-2.6906299999999996
2622,1.93511,F,-3.32281
2623,1.93511,F,-3.3127
2624,2.00431,F,-2.7133700000000003
2625,2.0079,F,-2.68338
2626,2.04839,F,-2.42714
2627,2.04839,F,-2.42028
2628,1.9507,F,-3.1143
2629,1.96175,F,-3.03024
2630,2.06312,F,-2.32462
2631,2.06312,F,-2.3205099999999996
2632,2.07632,F,-2.26179
2633,2.01216,F,-2.66778
2634,2.01216,F,-2.66797
2635,1.96585,F,-2.9669299999999996
2636,1.97701,F,-2.91589
2637,2.02457,F,-2.57789
2638,2.02457,F,-2.5796400000000004
2639,2.07128,F,-2.3306500000000003
2640,1.71911,O,-7.51914
2641,1.92959,O,-4.01323
2642,1.96692,O,-3.66125
2643,1.92495,O,-4.056710000000001
2644,1.92493,O,-4.0542300000000004
2645,1.84091,O,-5.1444600000000005
2646,1.92239,O,-4.134320000000001
2647,1.92242,O,-4.12162
2648,1.9202,O,-4.13637
2649,1.95582,O,-3.7703499999999996
2650,1.91192,O,-4.194
2651,1.91194,O,-4.20937
2652,2.06403,O,-2.7849899999999996
2653,1.86403,O,-4.74784
2654,1.9348,O,-3.9871
2655,1.93474,O,-3.98548
2656,1.89848,F,-3.64735
2657,1.89819,F,-3.6768599999999996
2658,2.00427,F,-2.58698
2659,2.0038,F,-2.61261
2660,1.92876,F,-3.1185799999999997
2661,1.92876,F,-3.12494
2662,1.90881,F,-3.56132
2663,1.91322,F,-3.55126
2664,1.96799,F,-2.91342
2665,1.97045,F,-2.9335
2666,1.91652,F,-3.32095
2667,1.91653,F,-3.31812
2668,1.85581,F,-4.10072
2669,1.86022,F,-4.07927
2670,1.88223,F,-3.80041
2671,1.88228,F,-3.78768
2672,1.88913,F,-3.65175
2673,1.88912,F,-3.6566599999999996
2674,2.04991,F,-2.33462
2675,1.9273,F,-3.32178
2676,1.93205,F,-3.24899
2677,1.96763,F,-2.89353
2678,1.96762,F,-2.8878500000000003
2679,2.04886,F,-2.4237599999999997
2680,2.04774,F,-2.3867700000000003
2681,2.03536,F,-2.5036899999999997
2682,2.0437,F,-2.43696
2683,2.03471,F,-2.47264
2684,2.08407,F,-2.1736899999999997
2685,2.09318,F,-2.10885
2686,2.06437,F,-2.4419199999999996
2687,2.03305,F,-2.51534
2688,1.82133,O,-5.375109999999999
2689,1.83825,O,-5.2079
2690,1.82139,O,-5.3731
2691,1.83831,O,-5.20845
2692,1.83823,O,-5.20965
2693,1.82136,O,-5.36951
2694,1.83825,O,-5.20967
2695,1.8213,O,-5.37259
2696,1.82127,O,-5.37512
2697,1.83823,O,-5.20959
2698,1.82135,O,-5.3760200000000005
2699,1.83832,O,-5.20803
2700,1.83832,O,-5.208500000000001
2701,1.82141,O,-5.37132
2702,1.83831,O,-5.20861
2703,1.82135,O,-5.36966
2704,1.94341,F,-3.15777
2705,1.95009,F,-3.11637
2706,2.0165,F,-2.59642
2707,2.04949,F,-2.43807
2708,1.95009,F,-3.11712
2709,1.9434,F,-3.1582600000000003
2710,2.01648,F,-2.59804
2711,2.04948,F,-2.43853
2712,2.0495,F,-2.43861
2713,2.01649,F,-2.59989
2714,1.9434,F,-3.15766
2715,1.95009,F,-3.1182600000000003
2716,2.04949,F,-2.43896
2717,2.01651,F,-2.59888
2718,1.94341,F,-3.15748
2719,1.95008,F,-3.11863
2720,1.9434,F,-3.1562200000000002
2721,1.95009,F,-3.11957
2722,2.01651,F,-2.59761
2723,2.0495,F,-2.43838
2724,1.95009,F,-3.11897
2725,1.9434,F,-3.15604
2726,2.0165,F,-2.5964799999999997
2727,2.04949,F,-2.43835
2728,2.04948,F,-2.43903
2729,2.01649,F,-2.59884
2730,1.95008,F,-3.11813
2731,1.94341,F,-3.15778
2732,2.04949,F,-2.43876
2733,2.01648,F,-2.59976
2734,1.95009,F,-3.11851
2735,1.9434,F,-3.1573700000000002
2736,1.74167,O,-6.9136
2737,1.75884,O,-6.64234
2738,1.93254,O,-3.84419
2739,1.84501,O,-5.12148
2740,1.78922,O,-5.97828
2741,1.8444,O,-5.12283
2742,1.9507,O,-3.73736
2743,1.87617,O,-4.5746
2744,1.74167,O,-6.91371
2745,1.75883,O,-6.64246
2746,1.93254,O,-3.84422
2747,1.84501,O,-5.11923
2748,1.78921,O,-5.97902
2749,1.8444,O,-5.1229499999999994
2750,1.95072,O,-3.7372
2751,1.87617,O,-4.57458
2752,1.94359,F,-3.1603000000000003
2753,1.94816,F,-3.13455
2754,1.91758,F,-3.40968
2755,1.92321,F,-3.3856
2756,2.02495,F,-2.45343
2757,1.95076,F,-3.1089599999999997
2758,1.9547,F,-3.06679
2759,2.05171,F,-2.32792
2760,1.9856,F,-2.87184
2761,2.04164,F,-2.4674300000000002
2762,1.98616,F,-2.82346
2763,1.99065,F,-2.77302
2764,2.01788,F,-2.5453799999999998
2765,2.0391,F,-2.4794799999999997
2766,2.01501,F,-2.70625
2767,2.0121,F,-2.65175
2768,1.94359,F,-3.15914
2769,1.94816,F,-3.13574
2770,1.91758,F,-3.40964
2771,1.92321,F,-3.38556
2772,2.02494,F,-2.45348
2773,1.95075,F,-3.1087499999999997
2774,1.95471,F,-3.067
2775,2.05171,F,-2.32792
2776,1.98561,F,-2.87178
2777,2.04164,F,-2.4687
2778,1.98616,F,-2.8238
2779,1.99065,F,-2.7732900000000003
2780,2.01789,F,-2.5457799999999997
2781,2.0391,F,-2.4794
2782,2.015,F,-2.70629
2783,2.01209,F,-2.65178
2784,1.72504,O,-7.295870000000001
2785,1.73567,O,-7.09132
2786,1.77828,O,-6.27346
2787,2.09049,O,-2.58995
2788,2.00112,O,-3.2090899999999998
2789,1.98898,O,-3.3173500000000002
2790,1.90429,O,-4.199159999999999
2791,1.78032,O,-6.24705
2792,1.92766,O,-3.9706
2793,1.77853,O,-6.28396
2794,2.01981,O,-3.09314
2795,1.96239,O,-3.71461
2796,1.92834,O,-4.14634
2797,2.15822,O,-2.2418899999999997
2798,1.93939,O,-3.99848
2799,2.12066,O,-2.4351599999999998
2800,2.02279,F,-2.53515
2801,2.02517,F,-2.51172
2802,1.9593,F,-2.95672
2803,1.96256,F,-2.96624
2804,1.91827,F,-3.41925
2805,1.92143,F,-3.42949
2806,1.93334,F,-3.2627800000000002
2807,1.93212,F,-3.3040000000000003
2808,2.02633,F,-2.4398999999999997
2809,1.96613,F,-2.95246
2810,1.97275,F,-2.8754
2811,1.95413,F,-3.11686
2812,1.9406,F,-3.1977599999999997
2813,1.93108,F,-3.2634999999999996
2814,1.93662,F,-3.1861699999999997
2815,2.0361,F,-2.378
2816,2.02447,F,-2.61245
2817,2.01017,F,-2.70988
2818,1.90017,F,-3.63047
2819,1.8992,F,-3.65821
2820,1.8682,F,-3.91201
2821,1.86961,F,-3.90526
2822,1.8604,F,-4.0009999999999994
2823,1.86051,F,-3.9991399999999997
2824,2.00459,F,-2.70062
2825,2.00399,F,-2.68738
2826,2.02104,F,-2.5024100000000002
2827,2.01869,F,-2.50127
2828,1.99568,F,-2.77555
2829,1.98564,F,-2.8408800000000003
2830,2.01686,F,-2.54308
2831,2.01468,F,-2.54272
2832,1.83123,O,-5.28724
2833,1.83117,O,-5.32904
2834,1.86517,O,-4.859109999999999
2835,1.8708,O,-4.752079999999999
2836,2.03747,O,-2.96425
2837,1.81534,O,-5.58585
2838,1.9802,O,-3.54135
2839,1.97388,O,-3.63897
2840,1.84718,O,-5.04818
2841,1.84652,O,-5.04852
2842,2.0757,O,-2.8738200000000003
2843,2.07594,O,-2.82896
2844,2.05155,O,-2.9497400000000003
2845,1.95908,O,-3.69105
2846,1.99351,O,-3.40099
2847,1.99383,O,-3.40633
2848,1.89987,F,-3.64712
2849,1.89989,F,-3.64881
2850,2.02487,F,-2.51244
2851,2.02534,F,-2.53324
2852,1.96243,F,-2.87222
2853,1.96244,F,-2.8597099999999998
2854,1.85748,F,-4.06293
2855,1.85751,F,-4.057259999999999
2856,1.88646,F,-3.7786
2857,1.88453,F,-3.7629799999999998
2858,1.87525,F,-3.76554
2859,1.87517,F,-3.77717
2860,1.86899,F,-3.93675
2861,1.869,F,-3.9257
2862,1.90676,F,-3.59599
2863,1.90645,F,-3.5604
2864,1.8498,F,-4.0647199999999994
2865,1.8495,F,-4.0550999999999995
2866,2.04747,F,-2.38158
2867,2.04496,F,-2.39784
2868,1.98803,F,-2.66944
2869,1.98808,F,-2.69063
2870,2.00713,F,-2.63323
2871,2.00713,F,-2.63273
2872,1.94709,F,-3.14217
2873,1.97173,F,-2.94984
2874,2.05201,F,-2.30267
2875,2.05199,F,-2.31062
2876,2.03794,F,-2.40541
2877,2.03793,F,-2.4241900000000003
2878,1.96448,F,-2.96285
2879,1.98013,F,-2.92358
2880,1.87414,O,-4.60857
2881,1.87874,O,-4.61341
2882,1.87399,O,-4.654719999999999
2883,1.87887,O,-4.5660799999999995
2884,1.87408,O,-4.620430000000001
2885,1.8788,O,-4.60455
2886,1.87404,O,-4.647270000000001
2887,1.87883,O,-4.57562
2888,1.84762,O,-5.125909999999999
2889,1.8072,O,-5.5160599999999995
2890,1.84762,O,-5.12587
2891,1.80726,O,-5.479559999999999
2892,1.84763,O,-5.09506
2893,1.80723,O,-5.52187
2894,1.84763,O,-5.1020900000000005
2895,1.80723,O,-5.4822299999999995
2896,1.97618,F,-2.95694
2897,1.97618,F,-2.9546200000000002
2898,1.9431,F,-3.15526
2899,1.9464,F,-3.12928
2900,1.97617,F,-2.9584799999999998
2901,1.97618,F,-2.9555499999999997
2902,1.9431,F,-3.15984
2903,1.94641,F,-3.12434
2904,1.97617,F,-2.96936
2905,1.97618,F,-2.94529
2906,1.9431,F,-3.16161
2907,1.94642,F,-3.1238099999999998
2908,1.97617,F,-2.9665
2909,1.97618,F,-2.94791
2910,1.9431,F,-3.1542000000000003
2911,1.94641,F,-3.1303
2912,1.97269,F,-2.9830300000000003
2913,1.97269,F,-2.9822100000000002
2914,2.05046,F,-2.41864
2915,1.96318,F,-2.86809
2916,1.97271,F,-2.97828
2917,1.97268,F,-2.99533
2918,2.05046,F,-2.42725
2919,1.96317,F,-2.88632
2920,1.9727,F,-2.97636
2921,1.9727,F,-2.99359
2922,2.05047,F,-2.4322600000000003
2923,1.96317,F,-2.8718700000000004
2924,1.9727,F,-2.98116
2925,1.9727,F,-2.99593
2926,2.05046,F,-2.4369500000000004
2927,1.96318,F,-2.89019
2928,1.80381,O,-5.5629
2929,1.80329,O,-5.59923
2930,1.77333,O,-6.29746
2931,1.99524,O,-3.19569
2932,1.98777,O,-3.2364100000000002
2933,1.77753,O,-6.24447
2934,1.77781,O,-6.27642
2935,1.81742,O,-5.3065999999999995
2936,1.77802,O,-6.258850000000001
2937,1.81705,O,-5.369
2938,1.93645,O,-3.90156
2939,1.88642,O,-4.48462
2940,1.88453,O,-4.51497
2941,1.93606,O,-3.90503
2942,1.87896,O,-4.56509
2943,1.89239,O,-4.42991
2944,1.91269,F,-3.5453599999999996
2945,1.91268,F,-3.57184
2946,1.90573,F,-3.54544
2947,1.90755,F,-3.5439499999999997
2948,1.96367,F,-2.89441
2949,1.91265,F,-3.5716200000000002
2950,1.91267,F,-3.53413
2951,1.90768,F,-3.5255900000000002
2952,1.90965,F,-3.5219899999999997
2953,1.96305,F,-2.8830099999999996
2954,1.93421,F,-3.31182
2955,1.9342,F,-3.30572
2956,1.99435,F,-2.7547699999999997
2957,1.99758,F,-2.70739
2958,1.93417,F,-3.30466
2959,1.93417,F,-3.30979
2960,1.99637,F,-2.74162
2961,1.99959,F,-2.6904500000000002
2962,2.05076,F,-2.42461
2963,2.05078,F,-2.39992
2964,2.04569,F,-2.3758
2965,1.97717,F,-2.79418
2966,2.0507,F,-2.39106
2967,2.05069,F,-2.4236500000000003
2968,2.04503,F,-2.37468
2969,1.97787,F,-2.7623499999999996
2970,2.02024,F,-2.6012899999999997
2971,2.02024,F,-2.60771
2972,2.04162,F,-2.50237
2973,2.01969,F,-2.6091499999999996
2974,2.0197,F,-2.60587
2975,2.04228,F,-2.49647
2976,1.83162,O,-5.25648
2977,1.82725,O,-5.3049800000000005
2978,1.82671,O,-5.3192900000000005
2979,1.82843,O,-5.28894
2980,1.8316,O,-5.25469
2981,1.82724,O,-5.31221
2982,1.82671,O,-5.30199
2983,1.82843,O,-5.29374
2984,1.825,O,-5.32533
2985,1.82532,O,-5.3286999999999995
2986,1.82077,O,-5.37064
2987,1.82649,O,-5.30897
2988,1.82501,O,-5.32564
2989,1.82532,O,-5.32657
2990,1.82079,O,-5.3846799999999995
2991,1.82649,O,-5.30958
2992,1.97414,F,-2.97783
2993,1.97414,F,-2.9725400000000004
2994,2.00496,F,-2.65383
2995,2.01202,F,-2.61499
2996,1.97131,F,-2.9943999999999997
2997,1.9713,F,-2.98669
2998,2.00962,F,-2.6238200000000003
2999,2.01037,F,-2.62666
3000,1.97414,F,-2.97494
3001,1.97414,F,-2.9761100000000003
3002,2.00496,F,-2.65504
3003,2.01202,F,-2.61358
3004,1.97131,F,-2.98972
3005,1.97131,F,-2.9933300000000003
3006,2.00963,F,-2.6320699999999997
3007,2.01038,F,-2.6276599999999997
3008,1.97448,F,-2.9709399999999997
3009,1.97448,F,-2.97469
3010,2.01145,F,-2.62233
3011,2.00725,F,-2.6355899999999997
3012,1.9716,F,-2.98386
3013,1.97161,F,-2.99302
3014,2.01536,F,-2.60044
3015,2.00554,F,-2.64819
3016,1.97448,F,-2.97331
3017,1.97448,F,-2.9712
3018,2.01145,F,-2.6216999999999997
3019,2.00725,F,-2.63529
3020,1.9716,F,-2.98929
3021,1.9716,F,-2.98792
3022,2.01538,F,-2.5956599999999996
3023,2.00553,F,-2.6489599999999998
3024,1.93248,O,-3.7516499999999997
3025,1.7882,O,-5.97321
3026,1.79208,O,-5.88621
3027,1.95138,O,-3.58432
3028,1.93807,O,-3.69405
3029,1.78771,O,-5.9573
3030,1.79232,O,-5.88439
3031,1.94606,O,-3.61931
3032,1.74028,O,-6.78699
3033,1.77167,O,-6.45765
3034,1.88095,O,-4.33667
3035,1.90782,O,-4.0673200000000005
3036,1.79646,O,-5.83802
3037,1.9546,O,-3.73789
3038,1.82755,O,-5.33786
3039,1.96773,O,-3.47574
3040,2.00006,F,-2.7766
3041,2.00002,F,-2.7632
3042,1.95017,F,-3.1458000000000004
3043,1.95093,F,-3.1023199999999997
3044,1.97941,F,-2.92209
3045,1.97937,F,-2.9485799999999998
3046,1.95005,F,-3.11435
3047,1.95266,F,-3.1187
3048,1.97098,F,-2.99267
3049,1.97102,F,-2.97387
3050,1.96881,F,-2.95403
3051,1.96559,F,-2.99803
3052,1.96276,F,-3.04602
3053,1.96265,F,-3.0717499999999998
3054,1.96414,F,-3.0116300000000003
3055,1.96983,F,-2.94993
3056,1.95501,F,-3.13163
3057,1.95502,F,-3.1500899999999996
3058,1.93547,F,-3.29515
3059,1.94502,F,-3.2233400000000003
3060,1.97651,F,-2.7209000000000003
3061,1.9768,F,-2.96432
3062,1.97684,F,-2.9377
3063,2.10451,F,-2.0778100000000004
3064,1.95666,F,-2.99603
3065,1.97804,F,-2.9203799999999998
3066,1.978,F,-2.93762
3067,2.00621,F,-2.7000900000000003
3068,2.01535,F,-2.65404
3069,1.98799,F,-2.86345
3070,1.9881,F,-2.83357
3071,2.03606,F,-2.61076
3072,1.79138,O,-5.81286
3073,1.81553,O,-5.37418
3074,1.79138,O,-5.8148
3075,1.81553,O,-5.372730000000001
3076,1.83619,O,-5.08761
3077,1.84034,O,-5.03697
3078,1.94551,O,-3.9227499999999997
3079,1.94462,O,-3.97165
3080,1.93465,O,-3.86239
3081,1.94297,O,-3.82527
3082,1.84034,O,-5.04499
3083,1.83619,O,-5.09614
3084,1.94461,O,-3.9747500000000002
3085,1.94554,O,-3.9239800000000002
3086,1.94297,O,-3.8273900000000003
3087,1.93465,O,-3.86468
3088,1.90738,F,-3.59649
3089,1.90738,F,-3.63369
3090,1.94733,F,-3.13245
3091,1.94732,F,-3.17116
3092,1.97256,F,-2.82387
3093,1.88411,F,-3.8444000000000003
3094,1.88411,F,-3.87001
3095,1.94656,F,-3.14791
3096,1.94656,F,-3.1696400000000002
3097,1.97467,F,-2.8427100000000003
3098,1.90738,F,-3.5987999999999998
3099,1.90738,F,-3.6324699999999996
3100,1.94734,F,-3.17875
3101,1.94733,F,-3.12617
3102,1.97256,F,-2.82521
3103,1.88411,F,-3.8393699999999997
3104,1.88411,F,-3.87291
3105,1.94657,F,-3.16168
3106,1.94656,F,-3.15383
3107,1.97467,F,-2.84164
3108,2.0637,F,-2.3479
3109,2.06371,F,-2.2926900000000003
3110,1.94507,F,-3.10446
3111,1.94507,F,-3.1153899999999997
3112,2.08653,F,-2.17882
3113,2.08651,F,-2.14989
3114,2.06371,F,-2.3401
3115,2.0637,F,-2.30469
3116,1.94507,F,-3.11827
3117,1.94507,F,-3.1070900000000004
3118,2.08653,F,-2.18132
3119,2.08651,F,-2.14971
