ppm (expt), data (expt), ppm (sim), data (sim)
575.051,1.46E-15,419.611,0.5033
575.399,-5.51E-16,419.557,0.4938
575.747,1.31E-15,419.503,0.4835
576.096,5.18E-16,419.449,0.4723
576.444,1.28E-15,419.395,0.4604
576.792,1.45E-15,419.341,0.4478
577.141,1.95E-15,419.287,0.4345
577.489,5.30E-16,419.233,0.4206
577.837,-2.84E-16,419.179,0.406
578.185,3.44E-16,419.125,0.3909
578.534,-6.42E-16,419.071,0.3754
578.882,-1.16E-15,419.017,0.3593
579.23,3.03E-16,418.963,0.3429
579.579,-3.67E-16,418.909,0.3261
579.927,-2.36E-16,418.855,0.309
580.275,-1.60E-15,418.8,0.2917
580.624,1.13E-16,418.746,0.2742
580.972,-1.33E-15,418.692,0.2565
581.32,-1.71E-15,418.638,0.2387
581.668,-1.11E-16,418.584,0.2209
582.017,-6.56E-16,418.53,0.2031
582.365,-1.89E-15,418.476,0.1853
582.713,-6.48E-16,418.422,0.1676
583.062,-1.54E-15,418.368,0.1501
583.41,-1.08E-15,418.314,0.1327
583.758,3.98E-16,418.26,0.1156
584.107,-2.13E-15,418.206,0.0988
584.455,-1.31E-16,418.152,0.0823
584.803,-1.13E-15,418.098,0.0662
585.152,-1.44E-15,418.044,0.0504
585.5,-1.53E-15,417.99,0.0351
585.848,-2.77E-15,417.936,0.0203
586.196,-1.89E-15,417.882,6.02E-03
586.545,-2.76E-15,417.828,-7.72E-03
586.893,-2.40E-15,417.774,-0.0209
587.241,-3.37E-16,417.72,-0.0334
587.59,-1.44E-15,417.666,-0.0454
587.938,-1.50E-15,417.612,-0.0566
588.286,-7.02E-16,417.558,-0.0672
588.635,-2.34E-15,417.504,-0.077
588.983,-3.05E-15,417.45,-0.0861
589.331,-1.02E-15,417.396,-0.0945
589.679,-1.50E-15,417.342,-0.1021
590.028,-1.10E-15,417.288,-0.109
590.376,-1.21E-15,417.234,-0.115
590.724,-1.73E-17,417.18,-0.1203
591.073,-1.75E-15,417.125,-0.1248
591.421,-1.22E-15,417.071,-0.1285
591.769,-1.22E-15,417.017,-0.1313
592.118,-1.50E-15,416.963,-0.1334
592.466,-1.42E-15,416.909,-0.1347
592.814,-1.86E-15,416.855,-0.1352
593.163,-1.69E-15,416.801,-0.1349
593.511,-3.17E-16,416.747,-0.1339
593.859,-7.89E-17,416.693,-0.132
594.207,-1.36E-15,416.639,-0.1295
594.556,-2.33E-15,416.585,-0.1262
594.904,-1.87E-15,416.531,-0.1223
595.252,-1.43E-15,416.477,-0.1176
595.601,-2.34E-15,416.423,-0.1123
595.949,-1.45E-15,416.369,-0.1064
596.297,-1.34E-15,416.315,-0.0999
596.646,-2.17E-15,416.261,-0.0928
596.994,-2.98E-15,416.207,-0.0852
597.342,-2.58E-15,416.153,-0.0771
597.69,-1.64E-15,416.099,-0.0685
598.039,-2.12E-15,416.045,-0.0595
598.387,-1.91E-15,415.991,-0.0501
598.735,-3.41E-15,415.937,-0.0404
599.084,-2.06E-15,415.883,-0.0304
599.432,-1.35E-15,415.829,-0.0201
599.78,-1.35E-15,415.775,-9.58E-03
600.129,-3.46E-15,415.721,1.08E-03
600.477,-2.76E-15,415.667,0.0119
600.825,-9.12E-16,415.613,0.0227
601.174,-1.13E-15,415.559,0.0336
601.522,-8.40E-16,415.504,0.0445
601.87,-1.03E-15,415.45,0.0553
602.218,-2.92E-16,415.396,0.066
,,415.342,0.0765
,,415.288,0.0868
,,415.234,0.0969
,,415.18,0.1067
,,415.126,0.1161
,,415.072,0.1251
,,415.018,0.1337
,,414.964,0.1418
,,414.91,0.1494
,,414.856,0.1565
,,414.802,0.163
,,414.748,0.1688
,,414.694,0.1741
,,414.64,0.1786
,,414.586,0.1824
,,414.532,0.1855
,,414.478,0.1879
,,414.424,0.1895
,,414.37,0.1903
,,414.316,0.1903
,,414.262,0.1896
,,414.208,0.188
,,414.154,0.1856
,,414.1,0.1825
,,414.046,0.1785
,,413.992,0.1738
,,413.938,0.1683
,,413.883,0.162
,,413.829,0.155
,,413.775,0.1473
,,413.721,0.139
,,413.667,0.13
,,413.613,0.1203
,,413.559,0.1101
,,413.505,0.0994
,,413.451,0.0882
,,413.397,0.0765
,,413.343,0.0645
,,413.289,0.052
,,413.235,0.0393
,,413.181,0.0264
,,413.127,0.0133
,,413.073,5.31E-05
,,413.019,-0.0132
,,412.965,-0.0265
,,412.911,-0.0398
,,412.857,-0.0529
,,412.803,-0.0658
,,412.749,-0.0785
,,412.695,-0.0909
,,412.641,-0.1029
,,412.587,-0.1145
,,412.533,-0.1256
,,412.479,-0.1362
,,412.425,-0.1462
,,412.371,-0.1555
,,412.317,-0.1641
,,412.263,-0.172
,,412.208,-0.1791
,,412.154,-0.1853
,,412.1,-0.1907
,,412.046,-0.1952
,,411.992,-0.1988
,,411.938,-0.2014
,,411.884,-0.203
,,411.83,-0.2036
,,411.776,-0.2033
,,411.722,-0.2019
,,411.668,-0.1994
,,411.614,-0.196
,,411.56,-0.1915
,,411.506,-0.1861
,,411.452,-0.1796
,,411.398,-0.1722
,,411.344,-0.1638
,,411.29,-0.1546
,,411.236,-0.1444
,,411.182,-0.1334
,,411.128,-0.1216
,,411.074,-0.109
,,411.02,-0.0958
,,410.966,-0.0819
,,410.912,-0.0674
,,410.858,-0.0523
,,410.804,-0.0368
,,410.75,-0.0209
,,410.696,-4.69E-03
,,410.642,0.0118
,,410.587,0.0285
,,410.533,0.0453
,,410.479,0.0621
,,410.425,0.0789
,,410.371,0.0956
,,410.317,0.1121
,,410.263,0.1284
,,410.209,0.1443
,,410.155,0.1598
,,410.101,0.1748
,,410.047,0.1893
,,409.993,0.2031
,,409.939,0.2163
,,409.885,0.2287
,,409.831,0.2403
,,409.777,0.2511
,,409.723,0.261
,,409.669,0.2698
,,409.615,0.2777
,,409.561,0.2846
,,409.507,0.2904
,,409.453,0.295
,,409.399,0.2986
,,409.345,0.3009
,,409.291,0.3022
,,409.237,0.3022
,,409.183,0.3011
,,409.129,0.2988
,,409.075,0.2953
,,409.021,0.2907
,,408.966,0.285
,,408.912,0.2781
,,408.858,0.2702
,,408.804,0.2612
,,408.75,0.2512
,,408.696,0.2403
,,408.642,0.2284
,,408.588,0.2157
,,408.534,0.2021
,,408.48,0.1878
,,408.426,0.1728
,,408.372,0.1572
,,408.318,0.1411
,,408.264,0.1245
,,408.21,0.1074
,,408.156,0.0901
,,408.102,0.0725
,,408.048,0.0547
,,407.994,0.0368
,,407.94,0.019
,,407.886,1.15E-03
,,407.832,-0.0165
,,407.778,-0.0339
,,407.724,-0.051
,,407.67,-0.0678
,,407.616,-0.0841
,,407.562,-0.0998
,,407.508,-0.1149
,,407.454,-0.1294
,,407.4,-0.1431
,,407.346,-0.1561
,,407.291,-0.1682
,,407.237,-0.1794
,,407.183,-0.1896
,,407.129,-0.1988
,,407.075,-0.207
,,407.021,-0.2141
,,406.967,-0.22
,,406.913,-0.2249
,,406.859,-0.2285
,,406.805,-0.231
,,406.751,-0.2323
,,406.697,-0.2324
,,406.643,-0.2313
,,406.589,-0.229
,,406.535,-0.2255
,,406.481,-0.2208
,,406.427,-0.2149
,,406.373,-0.2079
,,406.319,-0.1997
,,406.265,-0.1905
,,406.211,-0.1802
,,406.157,-0.1689
,,406.103,-0.1566
,,406.049,-0.1434
,,405.995,-0.1293
,,405.941,-0.1143
,,405.887,-0.0986
,,405.833,-0.0822
,,405.779,-0.0651
,,405.725,-0.0474
,,405.67,-0.0291
,,405.616,-0.0104
,,405.562,8.80E-03
,,405.508,0.0283
,,405.454,0.0481
,,405.4,0.0681
,,405.346,0.0883
,,405.292,0.1086
,,405.238,0.1288
,,405.184,0.1491
,,405.13,0.1692
,,405.076,0.1892
,,405.022,0.209
,,404.968,0.2285
,,404.914,0.2476
,,404.86,0.2664
,,404.806,0.2847
,,404.752,0.3025
,,404.698,0.3198
,,404.644,0.3365
,,404.59,0.3526
,,404.536,0.3681
,,404.482,0.3828
,,404.428,0.3969
,,404.374,0.4101
,,404.32,0.4226
,,404.266,0.4343
,,404.212,0.4452
,,404.158,0.4553
,,404.104,0.4644
,,404.05,0.4728
,,403.995,0.4802
,,403.941,0.4868
,,403.887,0.4925
,,403.833,0.4974
,,403.779,0.5013
,,403.725,0.5044
,,403.671,0.5067
,,403.617,0.508
,,403.563,0.5086
,,403.509,0.5083
,,403.455,0.5072
,,403.401,0.5053
,,403.347,0.5027
,,403.293,0.4993
,,403.239,0.4952
,,403.185,0.4903
,,403.131,0.4848
,,403.077,0.4786
,,403.023,0.4718
,,402.969,0.4644
,,402.915,0.4564
,,402.861,0.4478
,,402.807,0.4387
,,402.753,0.4291
,,402.699,0.419
,,402.645,0.4085
,,402.591,0.3976
,,402.537,0.3863
,,402.483,0.3746
,,402.429,0.3626
,,402.374,0.3503
,,402.32,0.3378
,,402.266,0.325
,,402.212,0.3119
,,402.158,0.2987
,,402.104,0.2853
,,402.05,0.2717
,,401.996,0.2581
,,401.942,0.2443
,,401.888,0.2305
,,401.834,0.2167
,,401.78,0.2028
,,401.726,0.189
,,401.672,0.1752
,,401.618,0.1615
,,401.564,0.1478
,,401.51,0.1343
,,401.456,0.121
,,401.402,0.1077
,,401.348,0.0947
,,401.294,0.0819
,,401.24,0.0694
,,401.186,0.0571
,,401.132,0.045
,,401.078,0.0333
,,401.024,0.022
,,400.97,0.011
,,400.916,3.50E-04
,,400.862,-9.87E-03
,,400.808,-0.0197
,,400.753,-0.029
,,400.699,-0.0379
,,400.645,-0.0463
,,400.591,-0.0541
,,400.537,-0.0615
,,400.483,-0.0682
,,400.429,-0.0745
,,400.375,-0.0801
,,400.321,-0.0851
,,400.267,-0.0895
,,400.213,-0.0933
,,400.159,-0.0964
,,400.105,-0.0989
,,400.051,-0.1007
,,399.997,-0.1018
,,399.943,-0.1023
,,399.889,-0.1021
,,399.835,-0.1012
,,399.781,-0.0996
,,399.727,-0.0973
,,399.673,-0.0943
,,399.619,-0.0907
,,399.565,-0.0864
,,399.511,-0.0814
,,399.457,-0.0758
,,399.403,-0.0696
,,399.349,-0.0627
,,399.295,-0.0553
,,399.241,-0.0473
,,399.187,-0.0387
,,399.133,-0.0297
,,399.078,-0.0201
,,399.024,-0.0101
,,398.97,3.61E-04
,,398.916,0.0112
,,398.862,0.0224
,,398.808,0.0339
,,398.754,0.0457
,,398.7,0.0577
,,398.646,0.0699
,,398.592,0.0822
,,398.538,0.0946
,,398.484,0.1071
,,398.43,0.1196
,,398.376,0.132
,,398.322,0.1444
,,398.268,0.1565
,,398.214,0.1685
,,398.16,0.1803
,,398.106,0.1917
,,398.052,0.2028
,,397.998,0.2135
,,397.944,0.2238
,,397.89,0.2335
,,397.836,0.2428
,,397.782,0.2515
,,397.728,0.2596
,,397.674,0.267
,,397.62,0.2737
,,397.566,0.2798
,,397.512,0.2851
,,397.457,0.2896
,,397.403,0.2933
,,397.349,0.2962
,,397.295,0.2983
,,397.241,0.2996
,,397.187,0.2999
,,397.133,0.2994
,,397.079,0.2981
,,397.025,0.2958
,,396.971,0.2928
,,396.917,0.2888
,,396.863,0.284
,,396.809,0.2784
,,396.755,0.2719
,,396.701,0.2647
,,396.647,0.2567
,,396.593,0.248
,,396.539,0.2385
,,396.485,0.2284
,,396.431,0.2177
,,396.377,0.2064
,,396.323,0.1945
,,396.269,0.1821
,,396.215,0.1693
,,396.161,0.1561
,,396.107,0.1426
,,396.053,0.1288
,,395.999,0.1147
,,395.945,0.1005
,,395.891,0.0861
,,395.837,0.0717
,,395.782,0.0573
,,395.728,0.043
,,395.674,0.0287
,,395.62,0.0147
,,395.566,8.38E-04
,,395.512,-0.0127
,,395.458,-0.0259
,,395.404,-0.0387
,,395.35,-0.051
,,395.296,-0.0629
,,395.242,-0.0741
,,395.188,-0.0849
,,395.134,-0.0949
,,395.08,-0.1043
,,395.026,-0.113
,,394.972,-0.121
,,394.918,-0.1281
,,394.864,-0.1345
,,394.81,-0.1401
,,394.756,-0.1448
,,394.702,-0.1487
,,394.648,-0.1517
,,394.594,-0.1538
,,394.54,-0.1551
,,394.486,-0.1555
,,394.432,-0.155
,,394.378,-0.1536
,,394.324,-0.1514
,,394.27,-0.1484
,,394.216,-0.1446
,,394.161,-0.1399
,,394.107,-0.1345
,,394.053,-0.1284
,,393.999,-0.1216
,,393.945,-0.114
,,393.891,-0.1059
,,393.837,-0.0972
,,393.783,-0.0879
,,393.729,-0.0781
,,393.675,-0.0679
,,393.621,-0.0572
,,393.567,-0.0462
,,393.513,-0.0349
,,393.459,-0.0233
,,393.405,-0.0115
,,393.351,4.95E-04
,,393.297,0.0126
,,393.243,0.0247
,,393.189,0.0368
,,393.135,0.0489
,,393.081,0.0608
,,393.027,0.0727
,,392.973,0.0843
,,392.919,0.0957
,,392.865,0.1068
,,392.811,0.1176
,,392.757,0.128
,,392.703,0.1381
,,392.649,0.1476
,,392.595,0.1568
,,392.54,0.1654
,,392.486,0.1735
,,392.432,0.181
,,392.378,0.188
,,392.324,0.1944
,,392.27,0.2002
,,392.216,0.2054
,,392.162,0.2099
,,392.108,0.2139
,,392.054,0.2172
,,392,0.2199
,,391.946,0.2219
,,391.892,0.2234
,,391.838,0.2242
,,391.784,0.2244
,,391.73,0.2241
,,391.676,0.2232
,,391.622,0.2218
,,391.568,0.2198
,,391.514,0.2174
,,391.46,0.2145
,,391.406,0.2111
,,391.352,0.2074
,,391.298,0.2033
,,391.244,0.1988
,,391.19,0.194
,,391.136,0.189
,,391.082,0.1837
,,391.028,0.1782
,,390.974,0.1726
,,390.92,0.1668
,,390.865,0.161
,,390.811,0.1551
,,390.757,0.1492
,,390.703,0.1433
,,390.649,0.1375
,,390.595,0.1317
,,390.541,0.1261
,,390.487,0.1206
,,390.433,0.1153
,,390.379,0.1103
,,390.325,0.1055
,,390.271,0.1009
,,390.217,0.0967
,,390.163,0.0928
,,390.109,0.0892
,,390.055,0.086
,,390.001,0.0831
,,389.947,0.0807
,,389.893,0.0786
,,389.839,0.077
,,389.785,0.0758
,,389.731,0.075
,,389.677,0.0747
,,389.623,0.0748
,,389.569,0.0753
,,389.515,0.0763
,,389.461,0.0777
,,389.407,0.0796
,,389.353,0.0819
,,389.299,0.0846
,,389.244,0.0877
,,389.19,0.0912
,,389.136,0.095
,,389.082,0.0993
,,389.028,0.1038
,,388.974,0.1088
,,388.92,0.114
,,388.866,0.1195
,,388.812,0.1253
,,388.758,0.1314
,,388.704,0.1376
,,388.65,0.1441
,,388.596,0.1508
,,388.542,0.1576
,,388.488,0.1646
,,388.434,0.1717
,,388.38,0.1788
,,388.326,0.186
,,388.272,0.1933
,,388.218,0.2006
,,388.164,0.2079
,,388.11,0.2151
,,388.056,0.2223
,,388.002,0.2294
,,387.948,0.2364
,,387.894,0.2433
,,387.84,0.2501
,,387.786,0.2567
,,387.732,0.2631
,,387.678,0.2693
,,387.624,0.2753
,,387.569,0.2811
,,387.515,0.2866
,,387.461,0.2919
,,387.407,0.2968
,,387.353,0.3015
,,387.299,0.3059
,,387.245,0.31
,,387.191,0.3138
,,387.137,0.3172
,,387.083,0.3204
,,387.029,0.3231
,,386.975,0.3255
,,386.921,0.3276
,,386.867,0.3293
,,386.813,0.3306
,,386.759,0.3316
,,386.705,0.3322
,,386.651,0.3325
,,386.597,0.3324
,,386.543,0.3319
,,386.489,0.3311
,,386.435,0.33
,,386.381,0.3284
,,386.327,0.3266
,,386.273,0.3244
,,386.219,0.3219
,,386.165,0.319
,,386.111,0.3159
,,386.057,0.3124
,,386.003,0.3087
,,385.948,0.3046
,,385.894,0.3003
,,385.84,0.2957
,,385.786,0.2909
,,385.732,0.2858
,,385.678,0.2806
,,385.624,0.2751
,,385.57,0.2694
,,385.516,0.2635
,,385.462,0.2574
,,385.408,0.2512
,,385.354,0.2449
,,385.3,0.2384
,,385.246,0.2318
,,385.192,0.2251
,,385.138,0.2183
,,385.084,0.2115
,,385.03,0.2046
,,384.976,0.1977
,,384.922,0.1908
,,384.868,0.1839
,,384.814,0.177
,,384.76,0.1701
,,384.706,0.1633
,,384.652,0.1565
,,384.598,0.1498
,,384.544,0.1431
,,384.49,0.1366
,,384.436,0.1302
,,384.382,0.1239
,,384.327,0.1178
,,384.273,0.1118
,,384.219,0.1059
,,384.165,0.1002
,,384.111,0.0947
,,384.057,0.0894
,,384.003,0.0843
,,383.949,0.0794
,,383.895,0.0746
,,383.841,0.0701
,,383.787,0.0659
,,383.733,0.0618
,,383.679,0.0579
,,383.625,0.0543
,,383.571,0.0509
,,383.517,0.0477
,,383.463,0.0448
,,383.409,0.0421
,,383.355,0.0395
,,383.301,0.0372
,,383.247,0.0352
,,383.193,0.0333
,,383.139,0.0316
,,383.085,0.0301
,,383.031,0.0288
,,382.977,0.0277
,,382.923,0.0267
,,382.869,0.0259
,,382.815,0.0252
,,382.761,0.0247
,,382.707,0.0243
,,382.652,0.024
,,382.598,0.0238
,,382.544,0.0237
,,382.49,0.0237
,,382.436,0.0237
,,382.382,0.0238
,,382.328,0.024
,,382.274,0.0242
,,382.22,0.0244
,,382.166,0.0246
,,382.112,0.0248
,,382.058,0.025
,,382.004,0.0251
,,381.95,0.0253
,,381.896,0.0254
,,381.842,0.0255
,,381.788,0.0255
,,381.734,0.0254
,,381.68,0.0253
,,381.626,0.0251
,,381.572,0.0249
,,381.518,0.0246
,,381.464,0.0242
,,381.41,0.0238
,,381.356,0.0233
,,381.302,0.0227
,,381.248,0.022
,,381.194,0.0213
,,381.14,0.0206
,,381.086,0.0198
,,381.031,0.0189
,,380.977,0.0181
,,380.923,0.0172
,,380.869,0.0163
,,380.815,0.0154
,,380.761,0.0145
,,380.707,0.0137
,,380.653,0.0129
,,380.599,0.0122
,,380.545,0.0115
,,380.491,0.0109
,,380.437,0.0104
,,380.383,0.0101
,,380.329,9.87E-03
,,380.275,9.80E-03
,,380.221,9.90E-03
,,380.167,0.0102
,,380.113,0.0106
,,380.059,0.0113
,,380.005,0.0122
,,379.951,0.0134
,,379.897,0.0148
,,379.843,0.0164
,,379.789,0.0183
,,379.735,0.0205
,,379.681,0.023
,,379.627,0.0258
,,379.573,0.0289
,,379.519,0.0323
,,379.465,0.036
,,379.41,0.04
,,379.356,0.0444
,,379.302,0.049
,,379.248,0.0539
,,379.194,0.0592
,,379.14,0.0647
,,379.086,0.0705
,,379.032,0.0766
,,378.978,0.083
,,378.924,0.0896
,,378.87,0.0965
,,378.816,0.1035
,,378.762,0.1108
,,378.708,0.1183
,,378.654,0.1259
,,378.6,0.1336
,,378.546,0.1415
,,378.492,0.1495
,,378.438,0.1575
,,378.384,0.1656
,,378.33,0.1737
,,378.276,0.1818
,,378.222,0.1899
,,378.168,0.1979
,,378.114,0.2057
,,378.06,0.2135
,,378.006,0.2211
,,377.952,0.2286
,,377.898,0.2358
,,377.844,0.2427
,,377.79,0.2495
,,377.735,0.2559
,,377.681,0.262
,,377.627,0.2678
,,377.573,0.2732
,,377.519,0.2782
,,377.465,0.2828
,,377.411,0.287
,,377.357,0.2907
,,377.303,0.294
,,377.249,0.2968
,,377.195,0.2991
,,377.141,0.3009
,,377.087,0.3022
,,377.033,0.3029
,,376.979,0.3032
,,376.925,0.3029
,,376.871,0.3022
,,376.817,0.3009
,,376.763,0.299
,,376.709,0.2967
,,376.655,0.2939
,,376.601,0.2906
,,376.547,0.2868
,,376.493,0.2825
,,376.439,0.2778
,,376.385,0.2726
,,376.331,0.2671
,,376.277,0.2611
,,376.223,0.2548
,,376.169,0.2481
,,376.114,0.2411
,,376.06,0.2339
,,376.006,0.2263
,,375.952,0.2185
,,375.898,0.2106
,,375.844,0.2024
,,375.79,0.1941
,,375.736,0.1857
,,375.682,0.1772
,,375.628,0.1687
,,375.574,0.1601
,,375.52,0.1516
,,375.466,0.1431
,,375.412,0.1347
,,375.358,0.1264
,,375.304,0.1183
,,375.25,0.1103
,,375.196,0.1025
,,375.142,0.0949
,,375.088,0.0876
,,375.034,0.0805
,,374.98,0.0738
,,374.926,0.0674
,,374.872,0.0613
,,374.818,0.0555
,,374.764,0.0502
,,374.71,0.0452
,,374.656,0.0407
,,374.602,0.0365
,,374.548,0.0328
,,374.494,0.0295
,,374.439,0.0267
,,374.385,0.0243
,,374.331,0.0224
,,374.277,0.0209
,,374.223,0.0199
,,374.169,0.0194
,,374.115,0.0193
,,374.061,0.0196
,,374.007,0.0204
,,373.953,0.0216
,,373.899,0.0232
,,373.845,0.0253
,,373.791,0.0277
,,373.737,0.0306
,,373.683,0.0338
,,373.629,0.0374
,,373.575,0.0413
,,373.521,0.0456
,,373.467,0.0502
,,373.413,0.0551
,,373.359,0.0603
,,373.305,0.0658
,,373.251,0.0715
,,373.197,0.0775
,,373.143,0.0836
,,373.089,0.09
,,373.035,0.0966
,,372.981,0.1034
,,372.927,0.1103
,,372.873,0.1173
,,372.818,0.1245
,,372.764,0.1318
,,372.71,0.1392
,,372.656,0.1467
,,372.602,0.1542
,,372.548,0.1618
,,372.494,0.1695
,,372.44,0.1772
,,372.386,0.1849
,,372.332,0.1927
,,372.278,0.2004
,,372.224,0.2082
,,372.17,0.216
,,372.116,0.2237
,,372.062,0.2315
,,372.008,0.2392
,,371.954,0.2469
,,371.9,0.2545
,,371.846,0.2622
,,371.792,0.2698
,,371.738,0.2773
,,371.684,0.2848
,,371.63,0.2923
,,371.576,0.2997
,,371.522,0.3071
,,371.468,0.3144
,,371.414,0.3216
,,371.36,0.3288
,,371.306,0.336
,,371.252,0.343
,,371.197,0.35
,,371.143,0.357
,,371.089,0.3638
,,371.035,0.3706
,,370.981,0.3773
,,370.927,0.3839
,,370.873,0.3904
,,370.819,0.3968
,,370.765,0.4031
,,370.711,0.4092
,,370.657,0.4153
,,370.603,0.4212
,,370.549,0.427
,,370.495,0.4326
,,370.441,0.4381
,,370.387,0.4433
,,370.333,0.4484
,,370.279,0.4533
,,370.225,0.458
,,370.171,0.4625
,,370.117,0.4667
,,370.063,0.4707
,,370.009,0.4744
,,369.955,0.4779
,,369.901,0.481
,,369.847,0.4839
,,369.793,0.4864
,,369.739,0.4886
,,369.685,0.4905
,,369.631,0.492
,,369.577,0.4932
,,369.522,0.4939
,,369.468,0.4943
,,369.414,0.4943
,,369.36,0.4938
,,369.306,0.4929
,,369.252,0.4916
,,369.198,0.4899
,,369.144,0.4877
,,369.09,0.485
,,369.036,0.4819
,,368.982,0.4784
,,368.928,0.4743
,,368.874,0.4698
,,368.82,0.4649
,,368.766,0.4594
,,368.712,0.4535
,,368.658,0.4471
,,368.604,0.4403
,,368.55,0.433
,,368.496,0.4253
,,368.442,0.4172
,,368.388,0.4086
,,368.334,0.3996
,,368.28,0.3902
,,368.226,0.3804
,,368.172,0.3702
,,368.118,0.3597
,,368.064,0.3488
,,368.01,0.3376
,,367.956,0.3261
,,367.901,0.3143
,,367.847,0.3022
,,367.793,0.2899
,,367.739,0.2773
,,367.685,0.2646
,,367.631,0.2516
,,367.577,0.2386
,,367.523,0.2253
,,367.469,0.212
,,367.415,0.1986
,,367.361,0.1851
,,367.307,0.1716
,,367.253,0.1581
,,367.199,0.1446
,,367.145,0.1311
,,367.091,0.1177
,,367.037,0.1044
,,366.983,0.0911
,,366.929,0.078
,,366.875,0.0651
,,366.821,0.0523
,,366.767,0.0398
,,366.713,0.0274
,,366.659,0.0153
,,366.605,3.43E-03
,,366.551,-8.15E-03
,,366.497,-0.0194
,,366.443,-0.0304
,,366.389,-0.0411
,,366.335,-0.0514
,,366.281,-0.0613
,,366.226,-0.0709
,,366.172,-0.0801
,,366.118,-0.0889
,,366.064,-0.0972
,,366.01,-0.1052
,,365.956,-0.1127
,,365.902,-0.1198
,,365.848,-0.1264
,,365.794,-0.1325
,,365.74,-0.1382
,,365.686,-0.1434
,,365.632,-0.1481
,,365.578,-0.1524
,,365.524,-0.1561
,,365.47,-0.1594
,,365.416,-0.1621
,,365.362,-0.1643
,,365.308,-0.1661
,,365.254,-0.1673
,,365.2,-0.168
,,365.146,-0.1682
,,365.092,-0.1679
,,365.038,-0.167
,,364.984,-0.1657
,,364.93,-0.1638
,,364.876,-0.1614
,,364.822,-0.1585
,,364.768,-0.1551
,,364.714,-0.1512
,,364.66,-0.1467
,,364.605,-0.1418
,,364.551,-0.1364
,,364.497,-0.1304
,,364.443,-0.124
,,364.389,-0.1171
,,364.335,-0.1098
,,364.281,-0.1019
,,364.227,-0.0936
,,364.173,-0.0849
,,364.119,-0.0757
,,364.065,-0.066
,,364.011,-0.056
,,363.957,-0.0456
,,363.903,-0.0347
,,363.849,-0.0235
,,363.795,-0.0119
,,363.741,1.56E-06
,,363.687,0.0123
,,363.633,0.0248
,,363.579,0.0376
,,363.525,0.0508
,,363.471,0.0641
,,363.417,0.0777
,,363.363,0.0914
,,363.309,0.1054
,,363.255,0.1194
,,363.201,0.1336
,,363.147,0.1479
,,363.093,0.1622
,,363.039,0.1765
,,362.984,0.1908
,,362.93,0.2051
,,362.876,0.2192
,,362.822,0.2333
,,362.768,0.2472
,,362.714,0.2609
,,362.66,0.2744
,,362.606,0.2876
,,362.552,0.3005
,,362.498,0.313
,,362.444,0.3252
,,362.39,0.337
,,362.336,0.3482
,,362.282,0.359
,,362.228,0.3693
,,362.174,0.379
,,362.12,0.3881
,,362.066,0.3965
,,362.012,0.4043
,,361.958,0.4114
,,361.904,0.4177
,,361.85,0.4233
,,361.796,0.4281
,,361.742,0.432
,,361.688,0.4352
,,361.634,0.4374
,,361.58,0.4388
,,361.526,0.4393
,,361.472,0.4389
,,361.418,0.4375
,,361.364,0.4352
,,361.309,0.432
,,361.255,0.4279
,,361.201,0.4228
,,361.147,0.4168
,,361.093,0.4099
,,361.039,0.402
,,360.985,0.3933
,,360.931,0.3836
,,360.877,0.3731
,,360.823,0.3618
,,360.769,0.3497
,,360.715,0.3368
,,360.661,0.3231
,,360.607,0.3087
,,360.553,0.2937
,,360.499,0.278
,,360.445,0.2617
,,360.391,0.2449
,,360.337,0.2277
,,360.283,0.2099
,,360.229,0.1918
,,360.175,0.1734
,,360.121,0.1548
,,360.067,0.1359
,,360.013,0.1169
,,359.959,0.0978
,,359.905,0.0786
,,359.851,0.0596
,,359.797,0.0406
,,359.743,0.0218
,,359.688,3.30E-03
,,359.634,-0.0149
,,359.58,-0.0328
,,359.526,-0.0502
,,359.472,-0.0671
,,359.418,-0.0835
,,359.364,-0.0993
,,359.31,-0.1144
,,359.256,-0.1288
,,359.202,-0.1423
,,359.148,-0.1551
,,359.094,-0.167
,,359.04,-0.178
,,358.986,-0.188
,,358.932,-0.197
,,358.878,-0.205
,,358.824,-0.212
,,358.77,-0.2178
,,358.716,-0.2226
,,358.662,-0.2262
,,358.608,-0.2287
,,358.554,-0.23
,,358.5,-0.2302
,,358.446,-0.2293
,,358.392,-0.2272
,,358.338,-0.2239
,,358.284,-0.2195
,,358.23,-0.2141
,,358.176,-0.2075
,,358.122,-0.1999
,,358.067,-0.1912
,,358.013,-0.1815
,,357.959,-0.1709
,,357.905,-0.1594
,,357.851,-0.147
,,357.797,-0.1337
,,357.743,-0.1197
,,357.689,-0.105
,,357.635,-0.0896
,,357.581,-0.0736
,,357.527,-0.057
